month,temp,wind,rh,dmc,dc,ffmc
nov,27,1.9,58,56,135,78
jul,13,8.1,70,52,179,73
may,28,8.7,36,52,86,76
jul,11,8.7,57,70,209,76
sep,15,9.2,11,57,226,83
jan,24,6.4,20,39,396,70
jun,15,7.2,14,73,133,87
jul,20,1.1,66,29,99,77
feb,14,2.1,46,38,95,70
may,10,6.6,34,31,151,76
jan,25,1.7,79,55,258,88
feb,7,8.8,35,40,326,76
may,13,4.4,36,22,289,71
aug,13,7.7,31,80,392,74
aug,24,9.6,56,65,191,84
sep,11,8.5,78,36,227,90
feb,17,6.9,10,47,377,83
aug,11,10.0,58,73,224,86
jul,31,9.0,63,58,90,71
mar,22,1.0,51,74,307,73
jan,26,6.9,61,54,322,83
apr,16,3.0,66,52,241,79
oct,25,9.6,60,43,248,70
nov,15,2.7,51,76,121,86
feb,18,7.0,71,49,203,89
may,12,2.9,25,75,89,75
aug,26,4.1,61,69,143,87
jun,8,5.2,55,39,124,70
jun,30,7.8,67,77,142,77
apr,32,7.9,18,74,362,83
feb,30,5.7,23,72,252,79
nov,14,3.5,84,69,179,81
jan,16,8.9,62,57,323,74
feb,28,4.4,84,57,388,71
mar,15,7.4,70,41,301,87
sep,14,6.3,73,43,354,71
jun,12,8.5,40,72,349,72
jul,12,5.2,58,74,138,87
jan,10,3.3,12,71,373,75
aug,20,7.3,40,71,342,85
oct,34,3.7,27,56,91,89
nov,7,0.8,51,79,295,77
jun,10,7.7,64,50,313,87
mar,21,5.0,50,58,99,82
may,10,7.8,59,29,202,86
feb,9,7.8,84,24,187,84
feb,24,2.9,75,38,357,70
aug,31,7.5,15,74,240,85
jul,6,8.1,41,26,142,75
